64051.03	64215.69	45982.58	64357.30	014100	
64051.00	64215.19	45983.08	64357.28	011317	
64050.62	64215.87	45983.03	64357.19	011462	
64050.89	64215.69	45983.47	64356.50	011240	
64051.05	64215.78	45982.42	64357.16	011468	
64051.25	64215.92	45982.86	64357.42	011628	
64051.50	64215.44	45982.62	64358.05	010368	
64051.70	64216.53	45982.78	64357.73	011107	
64051.95	64216.58	45983.55	64358.47	010971	
64051.94	64216.37	45982.95	64358.70	010503	
64051.87	64217.36	45983.08	64358.95	010817	
64052.28	64217.33	45983.37	64358.81	010578	
64053.14	64216.70	45983.39	64358.70	009815	
64051.80	64216.62	45983.76	64358.95	010349	
64052.51	64216.56	45983.05	64358.76	011256	
64051.97	64217.75	45983.17	64358.61	010702	
64050.80	64216.01	45983.01	64359.50	011065	
64052.19	64215.19	45983.31	64359.06	010142	
64052.14	64216.75	45982.72	64358.64	011885	
64051.50	64216.25	45982.97	64358.86	010609	
64051.69	64215.64	45982.92	64358.11	012384	
64051.08	64217.06	45983.05	64358.11	011111	
64051.26	64215.87	45982.80	64358.84	011323	
64051.31	64216.47	45982.50	64358.11	011158	
64051.72	64216.61	45983.16	64358.73	011431	
64051.19	64216.64	45982.94	64358.22	011699	
64051.44	64216.22	45982.97	64358.64	010060	
64051.17	64216.05	45982.86	64358.34	012532	
64051.56	64215.89	45982.89	64357.84	009866	
64051.41	64217.11	45983.09	64358.44	010683	
64051.28	64215.51	45983.00	64357.39	011081	
64050.53	64215.75	45983.11	64358.01	011119	
64051.14	64215.53	45983.67	64357.48	010966	
64049.94	64215.39	45983.30	64357.06	010969	
64051.17	64214.97	45983.22	64357.67	011296	
64051.03	64215.73	45983.44	64357.81	011195	
64050.56	64215.50	45982.72	64358.55	011363	
64050.47	64216.26	45983.48	64357.47	011151	
64051.44	64216.39	45983.12	64358.05	011137	
64051.33	64216.14	45983.56	64357.94	011362	
64051.36	64215.58	45983.16	64358.30	011199	
64051.31	64215.98	45983.34	64357.67	011069	
64051.16	64215.89	45982.53	64357.97	009428	
64050.95	64216.39	45982.22	64357.70	009543	
64051.97	64216.84	45983.37	64357.75	009975	
64051.87	64216.44	45983.12	64358.39	010966	
64051.67	64216.05	45982.78	64358.25	011091	
64050.64	64216.17	45983.08	64358.00	011141	
64051.26	64216.20	45982.50	64358.20	010315	
64051.89	64216.41	45982.86	64357.80	011232	
64052.05	64216.87	45983.11	64358.72	011169	
64051.69	64216.28	45983.26	64358.39	011072	
64052.48	64216.73	45982.70	64357.91	010605	
64051.87	64216.37	45983.22	64359.09	010346	
64051.59	64216.05	45982.95	64358.19	011555	
64051.34	64216.50	45982.81	64357.64	010893	
64051.66	64216.64	45982.91	64357.70	010862	
64051.41	64216.31	45983.08	64357.91	009606	
64050.69	64216.31	45982.67	64358.05	009949	
64050.55	64216.53	45983.25	64357.62	012125	
64050.83	64215.83	45983.44	64357.84	012232	
64050.81	64216.75	45982.70	64358.20	010878	
64051.33	64216.05	45983.05	64357.22	010505	
64051.34	64216.72	45983.00	64357.78	010907	
64050.89	64215.86	45982.92	64358.30	010615	
64051.86	64215.42	45982.87	64358.11	010370	
64051.66	64215.97	45983.03	64358.55	011748	
64051.34	64215.33	45982.44	64357.97	010510	
64051.47	64216.01	45982.48	64358.08	010814	
64051.47	64216.22	45982.97	64357.73	009975	
64051.08	64217.00	45983.12	64357.37	009201	
64051.59	64215.97	45983.06	64357.84	009960	
64051.72	64215.87	45982.59	64358.14	009183	
