#Bin. ADC1	Bin. ADC2	Bin. ADC3	Bin. ADC4	Scantime

64051.14	64216.44	45983.16	64357.89	078494	
64050.93	64216.27	45983.11	64358.01	081778	
64051.29	64216.15	45983.00	64357.69	079754	
64051.03	64216.30	45983.05	64358.01	080362	
64050.91	64216.16	45983.13	64357.91	081616	
64050.80	64216.20	45982.94	64357.79	081763	
64050.74	64216.00	45982.94	64357.70	081709	
64050.78	64216.20	45983.05	64357.81	080208	
64050.97	64216.16	45983.13	64357.77	081125	
64050.90	64215.82	45983.20	64357.87	081649	
64050.82	64215.62	45983.11	64357.64	080318	
64050.84	64215.76	45982.98	64357.76	080661	
64050.76	64216.00	45983.07	64357.81	081546	
64050.88	64216.01	45983.30	64357.50	078778	
64050.78	64215.87	45983.07	64357.49	080994	
64050.80	64215.96	45983.04	64357.49	081614	
64050.82	64215.74	45983.14	64357.75	080845	
64050.80	64215.94	45983.17	64357.58	079729	
64050.93	64216.19	45983.08	64357.82	080664	
64050.81	64215.86	45983.14	64357.76	081076	
64050.76	64216.08	45983.06	64357.54	080739	
64051.13	64216.00	45982.83	64357.71	080701	
64051.30	64216.12	45982.88	64357.76	080862	
64050.87	64216.19	45983.27	64357.49	080118	
64050.75	64215.85	45983.14	64357.56	081326	
64050.94	64216.05	45983.14	64357.30	080654	
64050.71	64215.91	45983.11	64357.55	079289	
64050.50	64215.83	45983.06	64357.35	082045	
64050.48	64216.08	45983.02	64357.16	080652	
64050.80	64216.01	45983.08	64357.57	080999	
64050.78	64216.09	45983.05	64357.66	080646	
64050.76	64216.10	45983.00	64357.42	081253	
64050.87	64215.89	45983.12	64357.39	078595	
64050.80	64216.01	45983.08	64357.60	080273	
64051.10	64216.62	45982.98	64357.90	080835	
64051.08	64216.62	45982.93	64357.90	080643	
64050.68	64216.16	45982.82	64357.54	080159	
64050.89	64216.32	45982.91	64357.58	080102	
64050.91	64216.39	45983.14	64357.88	080468	
64050.71	64216.21	45983.09	64357.51	078645	
64050.59	64216.05	45982.94	64357.48	079547	
64050.71	64215.99	45983.22	64357.67	080802	
64050.87	64216.02	45983.19	64357.70	081487	
64050.84	64215.94	45982.92	64357.89	081011	
64051.07	64216.55	45983.05	64357.98	081815	
64051.15	64216.52	45982.99	64357.92	081734	
64051.16	64216.24	45982.85	64357.85	078774	
64051.07	64216.37	45983.16	64358.13	081211	
64050.96	64216.19	45983.02	64357.59	078417	
64050.70	64216.26	45982.97	64357.70	081554	
64050.88	64215.86	45983.10	64357.57	078817	
64050.94	64216.01	45982.89	64357.51	081206	
64050.73	64215.78	45983.04	64357.60	078592	
64050.78	64215.53	45983.19	64357.42	081447	
64050.71	64215.61	45982.85	64357.24	080971	
64050.79	64215.89	45983.14	64357.18	081915	
64050.32	64215.73	45983.02	64357.40	079558	
64051.19	64216.15	45982.93	64357.71	079737	
64051.04	64215.97	45983.15	64357.57	079704	
64051.16	64215.70	45982.92	64357.35	079388	
64051.20	64216.24	45982.98	64357.78	083266	
64051.10	64216.14	45983.03	64357.46	078649	
64051.07	64216.22	45983.01	64357.68	085220	
64050.89	64215.95	45983.12	64357.45	080873	
64050.78	64215.94	45983.08	64357.55	080867	
64050.46	64215.56	45983.04	64357.42	080048	
64050.50	64215.55	45983.01	64357.37	081748	
64050.55	64215.75	45983.14	64357.63	080407	
64050.65	64215.84	45982.96	64357.51	082932	
64050.91	64215.97	45982.98	64357.90	081173	
64050.82	64215.98	45983.12	64357.84	079553	
64050.94	64216.16	45983.09	64357.78	080013	
64050.91	64215.93	45982.94	64357.77	081890	
64050.85	64215.87	45983.09	64357.63	082773	
64050.81	64215.91	45983.10	64357.59	080898	
64050.83	64215.77	45983.19	64357.80	084272	
64051.28	64216.22	45983.07	64357.92	080940	
64050.97	64216.05	45982.92	64357.73	082294	
64050.83	64216.05	45982.92	64357.98	079437	
64050.81	64215.91	45983.23	64357.60	080380	
64050.69	64216.02	45982.87	64357.75	080121	
64051.14	64215.93	45983.07	64357.80	081244	
64050.89	64215.96	45982.98	64357.79	079712	
64050.77	64216.23	45983.02	64357.76	080842	
64050.85	64216.00	45982.91	64357.63	081213	
64050.83	64215.99	45983.05	64357.95	081896	
64051.21	64216.45	45983.12	64358.11	079840	
64051.12	64216.27	45983.09	64358.26	081625	
64051.26	64216.31	45983.01	64358.35	079478	
64051.19	64216.42	45982.94	64358.21	080948	
64051.37	64216.53	45982.98	64358.23	080886	
64051.19	64216.45	45982.98	64358.11	080542	
64050.94	64216.30	45983.01	64358.08	081019	
64051.01	64216.27	45983.07	64358.05	079835	
64051.31	64216.54	45983.17	64358.08	080516	
64051.12	64216.41	45982.97	64357.91	079730	
64050.98	64216.23	45983.07	64357.85	079663	
64051.00	64216.13	45983.09	64357.94	081323	
