64051.45	64216.11	45983.18	64357.66	300900	
64051.35	64216.35	45983.07	64357.94	300563	
64051.15	64216.46	45983.04	64357.98	298323	
64051.51	64216.41	45983.18	64358.05	299148	
64051.48	64216.38	45983.09	64358.07	298224	
64050.95	64215.82	45983.10	64357.43	299968	
64051.56	64216.28	45983.15	64358.13	300505	
64051.71	64216.60	45983.07	64358.05	298194	
64051.07	64215.82	45983.08	64357.48	299641	
64050.71	64215.52	45983.08	64357.12	299577	
64051.49	64216.52	45983.18	64358.00	298120	
64051.06	64216.12	45983.16	64357.49	299173	
64051.42	64216.51	45983.15	64358.03	301949	
64051.03	64215.89	45983.08	64357.51	298933	
64051.72	64216.69	45983.19	64358.21	300648	
64051.76	64216.70	45983.14	64358.22	299067	
64051.90	64216.90	45983.25	64358.41	301041	
64051.46	64216.39	45983.16	64358.09	298276	
64051.38	64216.49	45983.17	64358.01	299989	
64051.50	64216.42	45983.16	64358.05	297905	
64051.72	64216.71	45983.09	64358.44	297607	
64050.50	64215.39	45983.23	64357.00	300033	
64050.66	64215.57	45983.10	64357.31	298303	
64051.31	64216.14	45983.10	64357.85	299029	
64051.26	64216.09	45983.12	64357.81	300492	
64051.38	64216.48	45983.13	64358.04	300555	
64051.29	64216.31	45983.13	64357.94	300257	
64051.07	64216.29	45983.16	64357.68	298333	
64051.24	64216.11	45983.16	64357.61	298417	
64051.26	64216.13	45983.15	64357.74	299677	
64051.19	64216.08	45983.14	64357.82	300640	
64051.52	64216.14	45983.17	64357.99	299812	
64051.14	64215.78	45983.15	64357.44	298446	
64051.19	64215.75	45983.16	64357.37	300318	
64051.60	64216.09	45983.16	64357.63	300502	
64051.56	64216.21	45983.16	64358.05	300788	
64051.21	64216.03	45983.20	64357.71	298085	
64051.05	64215.73	45983.17	64357.49	300128	
64051.15	64215.84	45983.12	64357.50	297658	
64051.20	64216.21	45983.26	64357.57	298753	
64051.61	64216.38	45983.12	64357.96	299202	
64051.45	64216.43	45983.12	64357.93	299067	
64050.60	64215.65	45983.09	64357.02	299091	
64051.25	64216.40	45983.18	64357.62	300639	
64050.96	64215.98	45983.28	64357.51	300315	
64050.73	64215.59	45983.22	64356.94	299053	
64050.88	64215.73	45983.19	64357.35	298674	
64050.80	64215.59	45983.16	64357.16	300551	
64051.15	64215.90	45983.21	64357.59	298324	
64051.05	64215.97	45983.17	64357.45	298459	
64050.91	64215.77	45983.22	64357.43	298703	
64051.03	64215.87	45983.13	64357.40	298767	
64051.08	64216.08	45983.24	64357.65	298916	
64051.29	64216.20	45983.18	64357.61	300476	
64051.34	64216.13	45983.20	64357.66	300346	
64051.64	64216.40	45983.18	64357.96	298525	
64051.50	64216.26	45983.15	64357.85	298762	
64051.68	64216.40	45983.18	64358.09	300135	
64051.73	64216.58	45983.26	64358.29	297653	
64051.62	64216.39	45983.23	64358.07	299654	
64051.50	64216.40	45983.12	64357.97	300965	
64052.03	64216.95	45983.19	64358.55	310609	
64051.75	64216.52	45983.21	64358.43	300107	
64050.98	64215.62	45983.23	64357.62	300659	
64051.19	64215.98	45983.26	64358.00	299495	
64051.58	64216.14	45983.21	64358.19	300681	
64051.62	64216.24	45983.32	64358.29	299839	
64051.31	64215.93	45983.23	64357.74	300825	
64052.22	64216.75	45983.20	64358.73	300491	
64052.71	64217.53	45983.23	64359.43	300177	
64052.81	64217.45	45983.32	64359.39	300671	
64052.52	64217.26	45983.33	64358.97	297726	
64053.52	64218.28	45983.27	64359.91	300756	
64054.32	64219.11	45983.14	64360.94	298993	
64054.19	64219.09	45983.18	64360.79	300206	
64051.08	64216.07	45983.12	64357.82	300265	
64052.26	64217.02	45983.03	64358.96	297936	
64053.96	64218.98	45983.00	64360.76	299158	
64051.51	64216.40	45983.09	64358.40	297859	
64051.20	64216.00	45983.18	64357.97	298980	
64051.76	64216.76	45983.12	64358.62	300269	
64050.94	64215.83	45983.10	64357.60	300487	
64051.10	64216.12	45983.14	64357.88	300056	
64052.18	64217.05	45983.03	64358.62	300274	
64053.53	64218.01	45983.17	64359.96	301459	
64053.25	64217.96	45983.11	64359.64	298451	
64051.58	64216.64	45983.19	64358.41	300834	
64050.62	64215.67	45983.17	64357.36	300129	
64052.28	64217.25	45983.12	64358.91	300313	
64049.78	64214.91	45983.15	64356.65	298195	
64051.21	64216.39	45983.15	64358.06	299644	
64051.88	64216.94	45983.11	64358.56	297462	
64050.82	64215.75	45983.17	64357.33	300575	
64051.30	64216.29	45983.11	64357.94	299440	
64051.39	64216.22	45983.13	64358.12	300073	
64052.28	64217.30	45983.06	64358.96	300331	
64051.88	64216.95	45983.08	64358.60	299477	
64052.23	64217.20	45983.16	64358.95	297962	
64052.29	64217.37	45983.19	64359.07	299911	
64051.07	64216.06	45983.17	64357.85	297868	
64050.75	64215.96	45983.13	64357.57	299807	
64051.16	64216.31	45983.13	64358.05	299213	
64050.48	64215.66	45983.14	64357.34	300703	
64050.98	64216.11	45983.14	64358.03	299344	
64051.73	64216.92	45983.28	64358.64	300738	
64051.88	64217.32	45983.24	64358.91	298031	
64051.09	64216.33	45983.21	64357.85	299807	
64050.87	64216.27	45983.20	64357.59	298844	
64051.88	64217.23	45983.16	64358.60	299118	
64051.58	64217.09	45983.25	64358.43	299706	
64051.19	64216.39	45983.21	64358.18	298978	
64051.33	64216.79	45983.07	64358.26	300422	
64051.06	64216.43	45983.16	64358.16	299370	
64050.48	64215.64	45983.18	64357.57	300550	
64050.69	64215.77	45983.21	64357.50	299283	
64050.46	64215.78	45983.14	64357.39	299510	
64050.17	64215.42	45983.22	64357.11	299936	
64050.11	64215.37	45983.16	64356.99	298132	
64049.57	64214.98	45983.19	64356.72	301051	
64050.19	64215.48	45983.23	64356.99	299869	
64050.49	64215.87	45983.16	64357.55	298843	
64050.30	64215.37	45983.19	64357.21	300766	
64050.79	64216.00	45983.14	64357.68	298932	
64050.09	64215.43	45983.21	64356.93	301916	
64050.10	64215.33	45983.12	64357.00	301131	
64050.07	64215.27	45983.07	64357.03	301733	
64050.92	64215.86	45983.16	64357.60	299886	
64050.75	64215.67	45983.19	64357.46	300157	
64050.73	64215.86	45983.10	64357.53	299390	
64051.14	64216.19	45983.11	64357.91	299039	
64050.35	64215.49	45983.25	64357.26	298799	
64050.50	64215.64	45983.17	64357.53	300329	
64050.36	64215.58	45983.17	64357.39	299839	
64050.72	64215.79	45983.17	64357.57	298175	
64050.68	64215.71	45983.11	64357.47	299937	
64050.52	64215.58	45983.05	64357.35	298285	
64050.60	64215.69	45983.05	64357.51	301581	
64050.39	64215.57	45983.17	64357.47	298573	
64050.74	64215.89	45983.16	64357.86	300250	
64050.50	64215.73	45983.13	64357.44	297428	
64050.61	64215.98	45983.23	64357.62	301325	
64050.42	64215.76	45983.15	64357.42	300550	
64050.40	64215.69	45983.25	64357.46	300686	
64050.37	64215.69	45983.14	64357.67	299120	
64050.53	64215.84	45983.23	64357.85	300313	
64050.98	64216.19	45983.21	64358.07	299864	
64050.66	64215.87	45983.19	64357.64	298138	
64050.76	64216.26	45983.35	64358.04	299765	
64051.14	64216.44	45983.19	64358.28	300327	
64050.33	64215.54	45983.15	64357.45	299961	
64050.64	64215.92	45983.18	64357.56	298226	
64050.19	64215.50	45983.30	64357.21	298252	
64050.51	64215.78	45983.13	64357.47	298460	
64051.16	64216.48	45983.23	64358.14	300656	
64050.97	64216.30	45983.24	64358.12	300248	
64051.31	64216.39	45983.26	64358.16	298908	
64050.64	64215.95	45983.24	64357.46	299651	
64049.88	64215.23	45983.31	64356.89	298264	
64049.88	64215.09	45983.24	64356.85	300428	
64050.52	64215.60	45983.19	64357.32	299983	
64050.19	64215.42	45983.16	64357.04	300036	
64050.22	64215.55	45983.14	64357.31	298237	
64050.72	64215.99	45983.18	64357.61	299693	
64050.89	64216.02	45983.35	64357.63	299502	
64051.01	64216.19	45983.17	64357.77	299151	
64051.39	64216.50	45983.29	64358.20	298349	
64051.30	64216.50	45983.25	64358.13	301107	
64050.59	64215.78	45983.27	64357.55	297598	
64050.46	64215.87	45983.28	64357.39	300956	
64050.98	64216.44	45983.34	64358.08	300319	
64049.88	64215.45	45983.33	64357.03	298396	
64050.41	64215.80	45983.26	64357.50	302592	
64050.92	64216.26	45983.30	64357.82	300725	
64051.16	64216.48	45983.34	64358.08	302461	
64051.18	64216.48	45983.29	64358.27	299896	
64050.58	64215.93	45983.27	64357.66	299346	
64050.05	64215.39	45983.33	64356.90	299551	
64050.25	64215.62	45983.27	64357.15	299116	
64050.48	64216.02	45983.35	64357.46	299816	
64050.49	64216.00	45983.29	64357.29	298424	
64051.30	64216.61	45983.26	64358.12	298148	
64050.91	64216.21	45983.23	64357.76	299301	
64051.23	64216.46	45983.24	64357.83	300947	
64050.38	64215.83	45983.23	64357.12	299607	
64050.47	64215.81	45983.34	64357.17	299307	
64050.44	64215.86	45983.25	64357.46	300323	
64050.46	64215.69	45983.27	64357.22	301644	
64050.97	64216.27	45983.19	64357.84	297868	
64050.72	64216.02	45983.24	64357.55	299067	
64051.14	64216.46	45983.20	64357.86	298156	
64050.73	64216.09	45983.31	64357.54	301376	
64050.08	64215.42	45983.28	64356.76	298638	
64050.22	64215.57	45983.22	64357.05	299417	
64050.33	64215.70	45983.19	64357.16	299961	
64050.48	64215.69	45983.25	64357.40	302487	
64050.85	64216.18	45983.19	64357.94	297611	
64050.75	64216.07	45983.26	64357.75	305466	
64050.39	64215.91	45983.24	64357.37	300381	
64050.03	64215.41	45983.05	64356.87	300177	
64051.31	64216.45	45983.18	64358.00	300782	
64050.43	64215.65	45983.13	64357.30	300122	
64050.47	64215.50	45983.27	64357.14	300187	
64050.63	64215.68	45983.28	64357.47	298588	
64050.35	64215.61	45983.26	64357.28	298527	
64050.47	64215.85	45983.19	64357.48	298886	
64050.67	64215.85	45983.21	64357.55	302365	
64051.03	64216.17	45983.22	64357.93	298795	
64050.38	64215.60	45983.22	64357.48	297971	
64051.03	64216.04	45983.28	64357.66	298703	
64050.61	64215.80	45983.10	64357.33	299484	
64050.68	64215.97	45983.17	64357.42	299939	
64050.44	64215.62	45983.14	64357.25	298896	
