64053.93	64217.69	45983.01	64359.39	024038	
64054.34	64217.51	45982.89	64359.73	024662	
64054.15	64217.97	45983.05	64359.76	024720	
64053.98	64217.37	45983.07	64359.60	022120	
64053.83	64217.06	45983.10	64359.50	024653	
64053.26	64216.68	45983.16	64358.82	023487	
64053.49	64216.57	45982.82	64358.94	023447	
64053.00	64216.28	45983.04	64358.80	023863	
64052.94	64216.26	45982.80	64358.34	023127	
64053.40	64216.76	45982.68	64358.78	024492	
64054.31	64217.06	45982.79	64359.64	021729	
64053.47	64217.45	45983.09	64359.49	021436	
64053.50	64216.10	45982.88	64359.19	021853	
64053.25	64216.97	45983.14	64359.35	022897	
64053.78	64217.07	45982.80	64358.98	023493	
64053.11	64216.89	45982.96	64359.28	023728	
64053.07	64217.16	45982.80	64359.03	022193	
64053.78	64217.20	45983.07	64359.26	022361	
64054.06	64216.71	45982.66	64359.53	023051	
64054.07	64217.34	45983.01	64359.88	022953	
64054.25	64217.39	45982.92	64359.67	023303	
64054.01	64217.24	45982.73	64359.41	022395	
64053.41	64217.10	45983.03	64359.30	022707	
64053.19	64216.87	45983.04	64359.48	022505	
64053.33	64216.86	45983.08	64359.26	024074	
64053.01	64216.57	45982.88	64359.07	021895	
64053.51	64216.30	45983.08	64359.15	022985	
64053.45	64216.72	45983.10	64359.18	022798	
64053.29	64216.86	45983.03	64358.77	023853	
64052.87	64216.50	45983.05	64358.79	022302	
64053.19	64216.54	45982.85	64359.10	022032	
64053.10	64216.80	45983.07	64359.00	022622	
64053.60	64216.97	45983.39	64359.19	021491	
64053.19	64217.14	45983.18	64359.06	023755	
64052.83	64216.81	45982.68	64359.36	024339	
64052.90	64216.46	45983.14	64358.79	024764	
64052.69	64216.20	45982.92	64358.39	023150	
64052.70	64216.57	45982.97	64359.14	024198	
64052.73	64216.64	45983.10	64358.21	021773	
64052.71	64216.51	45982.94	64358.51	024876	
64052.61	64216.75	45983.23	64358.46	021919	
64052.73	64217.07	45982.95	64358.92	024899	
64053.50	64216.97	45983.01	64358.91	022105	
64053.05	64217.33	45983.09	64358.82	023757	
