101.14	0001760
110.45	0001761
123.43	0001903
137.01	0001978
149.97	0002328
162.96	0002328
175.81	0002364
189.44	0002909
215.34	0003198
228.98	0003711
242.62	0004164
255.61	0005033
268.51	0005747
282.09	0007055
295.05	0008472
308.64	0010361
320.96	0010361
346.86	0012607
359.81	0015448
372.78	0019398
386.39	0025039
399.30	0030638
412.30	0035160
425.86	0037114
439.51	0036089
465.36	0034184
478.36	0031043
492.01	0027758
504.99	0027758
518.59	0024982
531.47	0022254
545.09	0019836
558.03	0017574
571.05	0015436
597.60	0013852
611.12	0012687
623.48	0011475
637.10	0010339
650.69	0009380
663.71	0009380
677.22	0008641
690.18	0007867
716.10	0007102
729.11	0006703
742.02	0006239
755.69	0005759
768.62	0005556
781.56	0005042
795.17	0004747
808.11	0004455
833.32	0004455
846.94	0004349
859.92	0004105
872.89	0003932
885.83	0003785
899.40	0003585
912.40	0003561
925.96	0003223
951.23	0003333
964.81	0003134
978.45	0002947
991.46	0003000
1004.44	0003000
1017.33	0002825
1030.93	0002827
1044.52	0002693
1070.48	0002659
1083.37	0002658
1096.29	0002602
1109.91	0002397
1122.88	0002538
1135.90	0002489
1149.46	0002291
1163.04	0002291
1175.95	0002345
1202.56	0002368
1215.49	0002219
1228.43	0002282
1241.40	0002153
1254.38	0002138
1268.00	0002163
1280.94	0002175
1306.78	0002007
