#XPS-spectrum

#Date/time: 	2018-12-14__19-31-39


#AK pressure: 	3,86E-8 	mbar
#Pass energy: 	15.0 	eV
#Volt. bias: 	-15.0 	V
#Volt. lens: 	-15.0 	V
#Counttime: 	200.0 	ms
#Vor: 	16.0 	V
#Nach: 	5.0 	V
#slope: 	0.613 	V/s
#offset: 	-48.850 	V


#Slope: 	0.0 	mV/s
#Counttime: 	200.0 	ms




#E_k 	 cps 	 Analyser 	 V_hemi 	 V_hemo 	 E_Pass 	 t_meas


1654.20	000259	-1596.24	-1607.04	072.96
1653.47	000264	-1595.51	-1606.31	072.96
1652.82	000277	-1594.87	-1605.67	072.96
1652.11	000341	-1594.16	-1604.96	072.96
1651.32	000345	-1593.36	-1604.16	072.96
1650.44	000277	-1592.48	-1603.28	072.96
1649.46	000341	-1591.50	-1602.30	072.96
1648.47	000277	-1590.51	-1601.31	072.96
1647.54	000341	-1589.58	-1600.38	072.96
1646.65	000332	-1588.69	-1599.49	072.96
1645.76	000291	-1587.81	-1598.61	072.96
1644.84	000282	-1586.88	-1597.68	072.96
1643.88	000318	-1585.92	-1596.72	072.96
1642.93	000364	-1584.98	-1595.78	072.96
1641.98	000273	-1584.02	-1594.82	072.96
1640.99	000205	-1583.03	-1593.83	072.96
1640.00	000318	-1582.04	-1592.84	072.96
1639.05	000323	-1581.09	-1591.89	072.96
1638.10	000309	-1580.14	-1590.94	072.96
1637.15	000314	-1579.19	-1589.99	072.96
1636.17	000282	-1578.21	-1589.01	072.96
1635.21	000359	-1577.25	-1588.05	072.96
1634.24	000255	-1576.29	-1587.09	072.96
1633.28	000355	-1575.32	-1586.12	072.96
1632.26	000259	-1574.30	-1585.10	072.96
1631.24	000282	-1573.29	-1584.09	072.96
1630.26	000318	-1572.30	-1583.10	072.96
1629.33	000323	-1571.38	-1582.18	072.96
1628.39	000332	-1570.43	-1581.23	072.96
1627.45	000318	-1569.50	-1580.30	072.96
1626.54	000323	-1568.58	-1579.38	072.96
1625.65	000391	-1567.69	-1578.49	072.96
1624.74	000305	-1566.78	-1577.58	072.96
1623.79	000305	-1565.83	-1576.63	072.96
1622.85	000345	-1564.90	-1575.70	072.96
1621.97	000364	-1564.01	-1574.81	072.96
1621.10	000359	-1563.15	-1573.95	072.96
1620.24	000350	-1562.28	-1573.08	072.96
1619.35	000318	-1561.40	-1572.20	072.96
1618.50	000405	-1560.54	-1571.34	072.96
1617.66	000255	-1559.71	-1570.51	072.96
1616.79	000277	-1558.83	-1569.63	072.96
1615.86	000309	-1557.91	-1568.71	072.96
1614.94	000314	-1556.98	-1567.78	072.96
1614.06	000282	-1556.11	-1566.91	072.96
1613.23	000268	-1555.27	-1566.07	072.96
1612.36	000355	-1554.40	-1565.20	072.96
1611.50	000336	-1553.55	-1564.35	072.96
1610.65	000432	-1552.70	-1563.50	072.96
1609.83	000336	-1551.87	-1562.67	072.96
1608.96	000350	-1551.00	-1561.80	072.96
1608.06	000364	-1550.11	-1560.91	072.96
1607.18	000250	-1549.22	-1560.02	072.96
1606.31	000364	-1548.35	-1559.15	072.96
1605.48	000341	-1547.52	-1558.32	072.96
1604.63	000377	-1546.68	-1557.48	072.96
1603.79	000336	-1545.84	-1556.64	072.96
1602.95	000309	-1544.99	-1555.79	072.96
1602.11	000332	-1544.16	-1554.96	072.96
1601.24	000336	-1543.29	-1554.09	072.96
1600.35	000327	-1542.40	-1553.20	072.96
1599.44	000323	-1541.49	-1552.29	072.96
1598.59	000309	-1540.64	-1551.44	072.96
1597.75	000400	-1539.79	-1550.59	072.96
1596.88	000377	-1538.93	-1549.73	072.96
1596.04	000395	-1538.08	-1548.88	072.96
1595.18	000323	-1537.22	-1548.02	072.96
1594.33	000336	-1536.38	-1547.18	072.96
1593.46	000282	-1535.50	-1546.30	072.96
1592.55	000386	-1534.59	-1545.39	072.96
1591.67	000368	-1533.72	-1544.52	072.96
1590.83	000332	-1532.88	-1543.68	072.96
1589.99	000391	-1532.03	-1542.83	072.96
1589.12	000355	-1531.17	-1541.97	072.96
1588.27	000373	-1530.32	-1541.12	072.96
1587.44	000336	-1529.49	-1540.29	072.96
1586.58	000368	-1528.62	-1539.42	072.96
1585.70	000418	-1527.74	-1538.54	072.96
1584.78	000386	-1526.82	-1537.62	072.96
1583.87	000300	-1525.92	-1536.72	072.96
1583.01	000445	-1525.05	-1535.85	072.96
1582.17	000359	-1524.21	-1535.01	072.96
1581.28	000336	-1523.33	-1534.13	072.96
1580.41	000327	-1522.45	-1533.25	072.96
