2501,00	0015866
2502,04	0015736
2514,77	0016042
2541,24	0016919
2554,16	0017494
2567,08	0018118
2580,05	0018627
2593,53	0019544
2606,51	0019544
2620,12	0019941
2633,79	0020984
2646,58	0021438
2672,49	0022432
2686,04	0023204
2699,08	0023894
2711,95	0024484
2724,88	0025475
2738,51	0025836
2751,53	0026495
2764,48	0026495
2791,05	0027191
2803,90	0028298
2816,86	0028719
2830,44	0029446
2844,04	0029906
2856,95	0030097
2870,54	0031069
2883,59	0031568
2897,12	0032042
2923,01	0032682
2935,92	0032682
2948,92	0032614
2961,88	0033104
2975,48	0033604
2988,40	0033665
3001,40	0034254
3015,00	0034112
3040,95	0034208
3054,48	0034079
3067,41	0034574
3080,33	0034586
3093,25	0034590
3106,90	0034590
3119,87	0034415
3132,80	0034034
3159,31	0034019
3172,28	0034090
3185,88	0033816
3198,85	0033784
3212,38	0033467
3225,99	0033096
3238,94	0033015
3251,93	0032789
3265,55	0032789
3291,42	0032194
3304,29	0032167
3317,27	0032211
3330,88	0031433
3343,80	0030839
3356,72	0030642
3369,69	0030133
3383,34	0030065
3409,23	0029434
3422,09	0029540
3435,05	0029540
3448,08	0028890
3461,66	0028351
3474,64	0027934
3488,14	0027563
3501,16	0027369
3527,05	0027017
3540,06	0026507
3553,53	0026172
3566,49	0025838
3580,10	0025282
3593,03	0025282
3606,65	0024896
3619,63	0024524
3632,53	0024462
3659,68	0024226
3672,68	0023427
3686,25	0023629
3699,18	0023149
3712,78	0022532
3725,73	0022498
3738,70	0022200
3751,67	0021720
3764,65	0021720
3791,16	0021329
3804,08	0021208
3817,68	0020534
3830,62	0020393
3844,13	0019967
3856,48	0019402
3869,47	0019384
3883,08	0018991
3908,97	0018417
3922,49	0018436
3935,43	0018436
3948,50	0018410
3962,03	0017856
3974,98	0017650
3987,89	0017378
