#XPS-spectrum

#Date/time: 		 2018-12-19__10-19-48


#AK pressure: 	can 	 mbar
#Pass energy: 	109.1 		 eV
#Volt. bias: 	0.0 		 V
#E_Photon: 	1486.7 		 V
#I_Emission: 	10 		 mA
#Counttime: 	12000 		 ms
#Prevoltage: 	85 		 V
#Workfunction: 	5.1 		 eV
#Samples/eV: 	10 		 1/s
#TDAC: 	System.Windows.Forms.TextBox, Text: 1.207 		 V
#V_Lens: 	System.Windows.Forms.TextBox, Text: 4000 		 V
#Slope: 	0.0125 		 Samples/eV
#V_Channelt.: 	2800 		 V
#Flow cooling: 	0,0 		 l/min
#Slit: 	C1 	




#E_bind 	 cps 	 E_kin 	 V_hemo


0039.85	15663.63458	1441.75	1095657236.0	-1323.31
0040.02	15786.37081	1441.58	1104457232.0	-1323.13
0040.13	15990.90909	1441.47	1113257232.0	-1323.02
0040.23	16481.81444	1441.37	1122057234.0	-1322.92
0040.33	16713.63257	1441.27	1130857236.0	-1322.83
0040.40	16704.55115	1441.20	1139657233.0	-1322.75
0040.49	16690.89961	1441.11	1148457238.0	-1322.66
0040.59	16990.91874	1441.01	1157257233.0	-1322.56
0040.68	17631.81618	1440.92	1166057234.0	-1322.47
0040.77	17918.18182	1440.83	1174857234.0	-1322.38
0040.87	18181.82025	1440.73	1183657233.0	-1322.28
0040.98	18322.72935	1440.62	1192457232.0	-1322.17
0041.09	18672.72515	1440.51	1201257233.0	-1322.06
0041.20	19745.45679	1440.40	1210057232.0	-1321.95
0041.32	19440.91130	1440.28	1218857231.0	-1321.83
0041.44	19431.81377	1440.16	1227657233.0	-1321.71
0041.54	20772.72255	1440.06	1236457235.0	-1321.61
0041.63	20163.65928	1439.97	1245257225.0	-1321.52
0041.74	20968.16752	1439.86	1254057231.0	-1321.41
0041.83	20840.90435	1439.77	1262857233.0	-1321.32
0041.94	20849.99052	1439.66	1271657237.0	-1321.21
0042.05	21095.47133	1439.55	1280457230.0	-1321.10
0042.16	21940.89164	1439.44	1289257237.0	-1320.99
0042.27	21481.81818	1439.33	1298057237.0	-1320.88
0042.38	21568.18917	1439.22	1306857234.0	-1320.77
0042.49	22463.63892	1439.11	1315657233.0	-1320.66
0042.59	21913.62889	1439.01	1324457236.0	-1320.57
0042.70	22477.27784	1438.90	1333257234.0	-1320.45
0042.87	22409.07563	1438.73	1342057240.0	-1320.28
0043.05	22636.38421	1438.55	1350857232.0	-1320.11
0043.19	22740.89875	1438.41	1359657236.0	-1319.97
0043.31	22995.45455	1438.29	1368457236.0	-1319.84
0043.40	22977.27795	1438.20	1377257234.0	-1319.75
0043.48	22618.18953	1438.12	1386057231.0	-1319.67
0043.57	23236.33987	1438.03	1394857240.0	-1319.59
0043.67	23118.20283	1437.93	1403657232.0	-1319.49
0043.75	23136.35575	1437.85	1412457235.0	-1319.40
0043.86	23081.82343	1437.74	1421257233.0	-1319.30
0044.00	22854.52727	1437.60	1430057240.0	-1319.16
0044.10	23018.18967	1437.50	1438857237.0	-1319.05
0044.22	22572.74266	1437.38	1447657231.0	-1318.93
0044.33	22840.90130	1437.27	1456457234.0	-1318.83
0044.43	22704.54803	1437.17	1465257233.0	-1318.72
0044.53	23340.90644	1437.07	1474057234.0	-1318.62
0044.63	23240.91437	1436.97	1482857232.0	-1318.53
0044.73	23309.08296	1436.87	1491657235.0	-1318.43
0044.86	23259.09355	1436.74	1500457234.0	-1318.29
0045.00	23004.55330	1436.60	1509257231.0	-1318.16
0045.11	22581.81818	1436.49	1518057231.0	-1318.04
0045.23	22295.45708	1436.37	1526857230.0	-1317.92
0045.33	22799.99741	1436.27	1535657231.0	-1317.82
0045.44	22436.35344	1436.16	1544457235.0	-1317.72
0045.54	22918.17401	1436.06	1553257238.0	-1317.61
0045.64	22272.72474	1435.96	1562057239.0	-1317.51
0045.73	21822.74215	1435.87	1570857233.0	-1317.42
0045.84	21750.01236	1435.76	1579657228.0	-1317.31
0045.96	22009.08341	1435.64	1588457231.0	-1317.19
0046.07	23022.71942	1435.53	1597257234.0	-1317.08
0046.17	22231.82071	1435.43	1606057233.0	-1316.98
0046.28	22118.18182	1435.32	1614857233.0	-1316.88
0046.39	22154.53287	1435.21	1623657238.0	-1316.76
0046.50	22781.82336	1435.10	1632457236.0	-1316.65
0046.60	21945.46203	1435.00	1641257233.0	-1316.55
0046.71	21963.64136	1434.89	1650057231.0	-1316.44
0046.85	21931.81569	1434.75	1658857232.0	-1316.30
0047.00	21872.72727	1434.60	1667657232.0	-1316.15
0047.14	20918.17706	1434.46	1676457234.0	-1316.01
0047.24	21540.90909	1434.36	1685257234.0	-1315.91
0047.34	21659.07860	1434.26	1694057239.0	-1315.82
0047.43	21627.28747	1434.17	1702857233.0	-1315.72
0047.53	21159.07889	1434.07	1711657238.0	-1315.62
0047.62	21245.46420	1433.98	1720457234.0	-1315.53
0047.72	21027.26795	1433.88	1729257236.0	-1315.43
0047.83	21718.18675	1433.77	1738057234.0	-1315.32
0047.95	21004.54068	1433.65	1746857236.0	-1315.20
0048.07	20954.55260	1433.53	1755657233.0	-1315.09
0048.18	20813.64346	1433.42	1764457230.0	-1314.98
0048.30	20949.99048	1433.30	1773257234.0	-1314.86
0048.39	21281.81335	1433.21	1782057236.0	-1314.76
0048.49	20600.00468	1433.11	1790857234.0	-1314.66
0048.59	20381.80660	1433.01	1799657239.0	-1314.56
0048.70	20554.56180	1432.90	1808457232.0	-1314.46
0048.80	21286.34429	1432.80	1817257240.0	-1314.35
0048.92	21813.63636	1432.68	1826057240.0	-1314.24
0049.03	21481.83283	1432.57	1834857234.0	-1314.12
0049.14	21381.81575	1432.46	1843657235.0	-1314.01
0049.25	21781.83056	1432.35	1852457230.0	-1313.90
0049.35	23563.60691	1432.25	1861257241.0	-1313.80
0049.46	23790.93072	1432.14	1870057233.0	-1313.69
0049.55	23218.18710	1432.05	1878857231.0	-1313.60
0049.66	24818.16490	1431.94	1887657237.0	-1313.49
0049.77	25650.01749	1431.83	1896457231.0	-1313.38
0049.88	27745.44509	1431.72	1905257234.0	-1313.27
0050.00	28627.27273	1431.60	1914057234.0	-1313.16
0050.09	30640.89516	1431.51	1922857238.0	-1313.06
0050.21	32777.28763	1431.39	1931657234.0	-1312.94
0050.31	35086.37161	1431.29	1940457232.0	-1312.84
0050.42	37372.71029	1431.18	1949257236.0	-1312.73
0050.51	40045.44544	1431.09	1958057238.0	-1312.64
0050.63	42540.93326	1430.97	1966857233.0	-1312.52
0050.79	47081.82888	1430.81	1975657231.0	-1312.36
0050.96	52027.26090	1430.64	1984457233.0	-1312.19
0051.10	56022.74637	1430.50	1993257230.0	-1312.05
0051.21	58249.94705	1430.39	2002057238.0	-1311.95
0051.31	61831.86034	1430.29	2010857232.0	-1311.85
0051.40	63936.36364	1430.20	2019657232.0	-1311.75
0051.48	66668.17424	1430.12	2028457233.0	-1311.67
0051.57	69654.55337	1430.03	2037257232.0	-1311.58
0051.68	72063.63636	1429.92	2046057232.0	-1311.47
0051.79	74099.94106	1429.81	2054857239.0	-1311.36
0051.91	79418.19084	1429.69	2063657238.0	-1311.24
0052.03	81872.78310	1429.57	2072457232.0	-1311.12
0052.15	84277.25357	1429.45	2081257234.0	-1311.00
0052.26	86818.26074	1429.34	2090057226.0	-1310.90
0052.35	89036.29281	1429.25	2098857233.0	-1310.81
0052.45	90122.67607	1429.15	2107657238.0	-1310.70
0052.55	92109.17464	1429.05	2116457230.0	-1310.61
0052.64	92181.82866	1428.96	2125257229.0	-1310.51
0052.76	95190.88746	1428.84	2134057231.0	-1310.39
