H,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
He,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Li,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
B,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Be,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
C,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
N,↑↓,↑↓,↑-,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
O,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
F,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ne,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Na,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mg,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Al,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Si,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
S,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Cl,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ar,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
K,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ca,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Sc,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ti,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
V,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,--,--,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Cr,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,↑-,↑-,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mn,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,↑-,↑-,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Fe,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,↑-,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Co,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ni,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Cu,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Zn,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ga,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ge,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
As,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Se,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Br,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kr,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Rb,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,↑-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Sr,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Y,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,--,--,--,--,--,--,--,--,--,--,--,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Zr,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,--,--,--,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Nb,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,↑-,--,--,--,--,--,--,--,--,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mo,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,↑-,↑-,--,--,--,--,--,--,--,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Tc,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,↑-,--,--,--,--,--,--,--,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ru,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,↑-,--,--,--,--,--,--,--,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Rh,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑-,↑-,--,--,--,--,--,--,--,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Pa,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ag,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,↑↓,--,--,--,--,--,--,--,↑,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
