#XPS-spectrum

#Date/time: 		 2018-12-18__19-36-55


#AK pressure: 	can 	 mbar
#Pass energy: 	54.6 		 eV
#Volt. bias: 	0.0 		 V
#E_Photon: 	1486.7 		 V
#I_Emission: 	10 		 mA
#Counttime: 	12000 		 ms
#Prevoltage: 	90 		 V
#Workfunction: 	5.1 		 eV
#Samples/eV: 	12.5 		 1/s
#TDAC: 	System.Windows.Forms.TextBox, Text: 1.207 		 V
#V_Lens: 	System.Windows.Forms.TextBox, Text: 4000 		 V
#Slope: 	0.0100 		 Samples/eV
#V_Channelt.: 	2800 		 V
#Flow cooling: 	0,0 		 l/min
#Slit: 	C2 	




#E_bind 	 cps 	 E_kin 	 V_hemo


0064.13	1531.81870	1417.47	3654777971.0	-1358.18
0064.24	1486.36414	1417.36	3663577968.0	-1358.07
0064.32	1549.99930	1417.28	3672377972.0	-1357.99
0064.38	1495.45506	1417.22	3681177969.0	-1357.93
0064.43	1481.81869	1417.17	3689977966.0	-1357.88
0064.50	1427.27175	1417.10	3698777972.0	-1357.81
0064.58	1486.36431	1417.02	3707577968.0	-1357.73
0064.65	1377.27210	1416.95	3716377972.0	-1357.66
0064.74	1413.63781	1416.86	3725177963.0	-1357.57
0064.85	1363.63605	1416.75	3733977965.0	-1357.46
0064.96	1272.72626	1416.64	3742777972.0	-1357.35
0065.05	1290.91012	1416.55	3751577965.0	-1357.26
0065.14	1263.63550	1416.46	3760377971.0	-1357.17
0065.21	1290.90997	1416.39	3769177965.0	-1357.10
0065.29	1300.00000	1416.31	3777977965.0	-1357.02
0065.38	1177.27286	1416.22	3786777964.0	-1356.93
0065.46	1299.99970	1416.14	3795577966.0	-1356.85
0065.54	1263.63723	1416.06	3804377960.0	-1356.77
0065.62	1195.45359	1415.98	3813177967.0	-1356.69
0065.72	1295.45484	1415.88	3821977965.0	-1356.59
0065.80	1318.18167	1415.80	3830777966.0	-1356.51
0065.89	1068.18158	1415.71	3839577968.0	-1356.42
0065.99	1204.54545	1415.61	3848377968.0	-1356.32
0066.08	1318.18182	1415.52	3857177968.0	-1356.23
0066.16	1231.81846	1415.44	3865977966.0	-1356.15
0066.23	1145.45376	1415.37	3874777972.0	-1356.08
0066.32	1227.27370	1415.28	3883577965.0	-1355.99
0066.39	1081.81794	1415.21	3892377967.0	-1355.92
0066.49	1068.18145	1415.11	3901177970.0	-1355.82
0066.57	1118.18220	1415.03	3909977967.0	-1355.74
0066.65	1309.09106	1414.95	3918777966.0	-1355.66
0066.75	1249.99986	1414.85	3927577967.0	-1355.56
0066.87	1222.72630	1414.73	3936377974.0	-1355.44
0066.98	1245.45525	1414.62	3945177969.0	-1355.33
0067.08	1359.09091	1414.52	3953977969.0	-1355.23
0067.16	1390.90862	1414.44	3962777972.0	-1355.15
0067.24	1536.36451	1414.36	3971577967.0	-1355.07
0067.33	1436.36380	1414.27	3980377966.0	-1354.99
0067.40	1463.63603	1414.20	3989177968.0	-1354.91
0067.48	1522.72710	1414.12	3997977969.0	-1354.83
0067.57	1600.00018	1414.03	4006777968.0	-1354.74
0067.65	1554.54634	1413.95	4015577963.0	-1354.66
0067.73	1845.45434	1413.87	4024377964.0	-1354.58
0067.83	1695.45300	1413.77	4033177972.0	-1354.49
0067.91	1822.72852	1413.69	4041977966.0	-1354.40
0068.01	2004.54500	1413.59	4050777968.0	-1354.30
0068.10	2000.00045	1413.50	4059577966.0	-1354.21
0068.18	2077.27296	1413.42	4068377965.0	-1354.14
0068.26	2427.27300	1413.34	4077177964.0	-1354.05
0068.34	2713.63636	1413.26	4085977964.0	-1353.97
0068.43	2795.45518	1413.17	4094777962.0	-1353.88
0068.52	3209.08982	1413.08	4103577965.0	-1353.79
0068.59	3331.81818	1413.01	4112377965.0	-1353.72
0068.66	3872.72463	1412.94	4121177971.0	-1353.65
0068.74	3986.36500	1412.86	4129977968.0	-1353.58
0068.82	4704.54599	1412.78	4138777967.0	-1353.49
0068.91	5150.00117	1412.69	4147577965.0	-1353.40
0069.01	5981.81682	1412.59	4156377967.0	-1353.30
0069.10	6313.63708	1412.50	4165177966.0	-1353.21
0069.20	7172.72727	1412.40	4173977966.0	-1353.12
0069.28	7681.81294	1412.32	4182777972.0	-1353.04
0069.36	8513.63830	1412.24	4191577970.0	-1352.95
0069.43	8763.63736	1412.17	4200377969.0	-1352.88
0069.51	9281.82662	1412.09	4209177961.0	-1352.80
0069.60	9686.35593	1412.00	4217977968.0	-1352.71
0069.69	9945.45794	1411.91	4226777965.0	-1352.62
0069.78	9981.86696	1411.82	4235577922.0	-1352.53
0069.87	10227.22043	1411.73	4244377967.0	-1352.44
0069.97	9827.28166	1411.63	4253177959.0	-1352.34
0070.04	9645.43920	1411.56	4261977973.0	-1352.27
0070.12	10263.64686	1411.48	4270777964.0	-1352.19
0070.20	9540.90801	1411.40	4279577965.0	-1352.11
0070.29	9290.90487	1411.31	4288377969.0	-1352.02
0070.37	-17.92744	1411.23	2210672.0	-1351.94
0070.45	8740.90710	1411.15	11010674.0	-1351.86
0070.53	7854.54188	1411.07	19810678.0	-1351.78
0070.68	7581.82335	1410.92	28610672.0	-1351.63
0070.84	6881.81427	1410.76	37410677.0	-1351.48
0070.95	6086.36709	1410.65	46210672.0	-1351.36
0071.05	5804.54809	1410.55	55010668.0	-1351.26
0071.12	5672.72083	1410.48	63810678.0	-1351.19
0071.18	5468.18617	1410.42	72610671.0	-1351.13
0071.24	4872.72450	1410.36	81410676.0	-1351.07
0071.32	4822.72946	1410.28	90210672.0	-1350.99
0071.41	4454.54444	1410.19	99010674.0	-1350.90
0071.50	4281.81770	1410.10	107810675.0	-1350.81
0071.59	4086.36642	1410.01	116610669.0	-1350.72
0071.67	3895.45189	1409.93	125410675.0	-1350.64
0071.76	3718.18182	1409.84	134210675.0	-1350.55
0071.86	3600.00041	1409.74	143010674.0	-1350.45
0071.96	3545.45374	1409.64	151810676.0	-1350.35
0072.03	3590.91195	1409.57	160610669.0	-1350.28
0072.11	3836.36189	1409.49	169410673.0	-1350.20
0072.20	3854.54721	1409.40	178210669.0	-1350.11
