1501,28	0009121
1506,37	0009540
1519,93	0009866
1532,86	0010411
1545,71	0010986
1559,29	0011519
1585,87	0011519
1598,80	0012220
1612,37	0012526
1625,32	0013153
1638,26	0013476
1651,85	0013918
1664,85	0014303
1677,76	0014871
1703,64	0015195
1716,58	0015493
1729,59	0015695
1742,56	0016325
1755,45	0016325
1768,41	0016289
1781,37	0016045
1807,91	0015856
1820,86	0015935
1833,72	0015813
1847,36	0015721
1860,33	0015583
1873,30	0015662
1886,31	0015238
1899,83	0014949
1925,74	0014949
1938,06	0014932
1951,69	0014805
1965,20	0014150
1978,24	0013978
1991,15	0013778
2004,18	0013303
2017,79	0013166
2030,67	0012840
2057,23	0012509
2070,25	0012358
2083,13	0012358
2096,74	0012295
2109,65	0011983
2123,24	0011388
2136,25	0011156
2149,81	0011027
2176,29	0010576
2189,28	0010372
2202,19	0010328
2215,78	0010135
2228,78	0009655
2242,39	0009716
2255,32	0009716
2268,87	0009443
2281,84	0009163
2308,35	0009042
2321,33	0008747
2334,19	0011128
2347,81	0008413
2360,78	0007829
2374,38	0007829
2387,33	0007829
2400,25	0007675
2426,14	0007365
2439,74	0007429
2452,73	0007222
2465,61	0006940
2478,58	0006805
2491,57	0006732
2504,53	0006579
2518,12	0006636
2544,61	0006636
2557,55	0006420
2570,61	0006028
2584,08	0005890
2597,01	0006059
2609,97	0005716
2622,91	0005632
2636,59	0005542
2649,52	0005542
2676,00	0005373
2688,93	0005213
2702,53	0005213
2715,51	0005059
2728,47	0005135
2742,08	0005025
2755,01	0004890
2768,60	0004798
2781,58	0004672
2807,41	0004551
2821,08	0004534
2833,97	0004428
2847,58	0004344
2860,52	0004344
2874,12	0004385
2887,10	0004215
2900,67	0004177
2913,62	0004127
2940,26	0003974
2953,09	0003937
2966,67	0003936
2980,33	0003916
